"","No","事故状況","ガス種","原因","結果","突発性","状況"
362,989,"ベンゼン工場において、熱交換器の修理中、同熱交に附属しているコールドボックス内の混合ガス（メタン、水素）が漏えい、溶接の火花により引火し、同熱交換器が炎に包まれた。コールドボックスのバルブの不完全な閉止（仕切板の挿入を怠った。）による。","c","b","b","a","c"
363,14912,"MAF製造課Dライン空冷式ブラインチラーのメンテナンス終了後、外面カバー取り付けを実施した。カバーをボルトで固定する際、本来長さ15mmのボルトを使用するところ、誤って長さ25mmのボルトを使用し、コンデンサーの冷媒ガス配管に接触し、漏えいした。カバー固定用ボルトを長さ15mmに統一した。当該施設は、平成12年に設置されたが、平成25年に誤って廃止届けが提出された。事故を契機に誤りに気づき、5月12日に再度届け出た。","d","b","a","a","c"
364,15874,"9/10 14:30 反応器の反応低下を覚知。
反応立直しおよび原因調査をしている間、DCSでNo12キャタリストフィーダーの圧力低下を確認したため、当該キャタリストフィーダーの加圧状態を現場で確認したところ、No12-1キャタリストインジェクションチューブから触媒(粉体)が漏れていることを確認した。職長へ報告するとともにキャタリストフィーダーを停止し当該チューブの孤立を実施した。
15:40 窒素だけを吹き流して調査したところ当該チューブにき裂があることを確認したため、16:10に県工業保安課へ連絡、16:30、川崎臨港消防へ連絡。後日、調査により当該チューブの曲げ部の背側軸方向に約3mmの割れを浸透探傷検査で確認した。検査の結果、紛体状の触媒を窒素ガスでリアクターへ供給する当該チューブの曲げ部（R100mm）が触媒の主成分である二酸化ケイ素（SiO2：粒径20～30μm）による摩耗（エロージョン）で内部から減肉し開孔（割れ）に至った。
2017/9以前は、触媒の詰りにより閉塞を懸念し約3か月に1回の品d野で交換をしていたが、詰り傾向がないことから約1年間の長期使用をしたが摩耗による減肉を想定できなかった。同条件で使用するチューブも同じ箇所に摩耗の傾向が見られる。","d","a","a","b","a"
365,7594,"装置シャットダウン中に、オペレーターの定期巡回において五感により漏えいを感知し、調査の結果、当該熱交換器のフランジ部より漏えいを発見した。増し締めにより、漏えいを停止させた。原因は、締付け管理不良と推定される。","d","b","a","b","b"
366,17398,"７月16日から30日までアンモニア製造施設の定期補修を実施
８月６日13時30分頃、アンモニア製造施設のスタートアップとして液安配管を窒素からアンモニアガスへ置換する作業を開始した。14時頃、作業中にアンモニア臭がしたため、漏えい個所の調査を行ったところ、第２脱圧槽への配管途中にあるブロー弁のグランドパッキン部から漏えいしていたため、当該グランドパッキン締付ボルトを増し締めし、漏えいを止めた。","c","d","a","c","b"
367,1714,"第１水添脱硫装置の加熱炉輻射部の出口管寄せプラグはめ込み部から、混合ガス（水素、軽質油）が漏れて出火した。間尺運転による熱歪みの繰り返しにより、プラントとボックスシートの「当たり」が変ったためプラグはめ込み部からガスが漏れたものと思われる。","a","a","b","b","a"
368,4602,"冷凍機の通常運転中、日常点検時に、3系統中2系統の圧力計が振れないことを確認した。メーカーサービスにより、蒸発器のピンホール発生(腐食)による冷媒漏えいと判明した。当該機の使用頻度低下により、自主的に利用休止とした(電源遮断を実施)。今回、廃止届提出に伴い、残り1系統も調査したところ、冷媒漏えいを確認した。事故届を提出した。原因は、蒸発器内銅管のピンホール発生により生じた漏えいのため、経年劣化および腐食管理不良と推定される(分解点検は未実施)。","d","a","a","b","a"
369,13609,"3月17日10時頃、空調に用いている冷凍機に圧力低下が見られ、管理業者がリークチェックを行ったところ、熱交換器付近の配管から冷媒(フルオロカーボン407C)の漏えいを確認した。冷媒封入量は160kgであり、漏えい量は約80kgと推定される。詳しい漏えい箇所については、冷凍機メーカーにて調査中である。なお、人的･物的被害はなかった。冷凍機熱交換器付近の損傷と思われるが、詳しい原因は調査中である。メーカー調査結果が提出され次第、具体的な措置を検討･報告する。事故発生時に当該設備は一時運転休止中であったが、今後は不具合を早期発見できるよう休止中の設備においても、圧力計確認など日常点検に努める。系列会社へ情報の共有と注意喚起を行う。","d","d","a","c","a"
370,655,"液化塩素貯蔵所附近の導管から塩素が漏れた。送液バルブを閉止し、送液先の排ガスバルブを開き中和槽に送り込むとともに漏れ箇所にビニール引布を巻いて消石灰で中和した。導管の外部腐食によるピンホールの発生。","b","a","a","b","a"
371,17405,"８月21日17時25分頃、操業員がメラミン合成施設（スタートアップ中）のバルブ周辺で臭気を感じたため、調査を開始し、バルブボンネット部よりアンモニアガスが漏えいしていることを確認。
17時50分頃、ボンネット締付ナットの増し締めを行い、漏えいを停止。","c","d","a","c","b"
372,1613,"停電のためアクリロニトリル工場が緊急停止した。同装置の再開操作を行っていたところ突然爆発し、排ガスブロワー、同焼却炉、同配管、塔等が破損又は変形した。再開時の操作基準が不備であったため排ガス系統に高濃度の可燃性ガスが流入し、焼却炉の余熱により爆発した。","a","b","e","a","b"
373,17409,"8月31日10時頃、従業員がパトロール中に尿素合成塔周囲から微かなアンモニア臭を感じたため、周辺の調査を開始した。
10時15分、回収液仕込ラインの逆止弁周辺の保温材を撤去し、逆止弁のフランジ部からの漏えいであることを特定。
10時20分、バルブ締付ナットを増し締めし、漏えいを停止。","c","d","a","c","a"
374,2846,"液塩貯槽受入れ配管の改造工事が完成しタンクローリから液化塩素を受入中、充てん室の除害用吸引ダクト付近から塩素ガスが漏えいしているのを移動監視者が発見した。直ちに出入口弁を閉止し石灰散布、塩素除害作業を行った。排ガスバルブのシートリングとスピンドル間にスケールが付着し、完全に閉まらなかったため液化塩素が下流に流れ込み、排ガスブロアーが過負荷となって停止した。このためローリ室に塩素ガスが逆流したもの。","c","b","a","a","b"
375,12109,"R-206反応器のマンホール部からガスが漏えいした。(経過)4月30日(木)22時59分に、反応器の運転をスタートした。5月1日(金)4時05分に、反応器可燃性ガス検知器が発報した。4時08分に、原料等フィードが停止した。漏れ音のする付近に散水を開始した。4時14分に、反応器を全冷却した。4時24分に、119番通報し、4時44分に公設消防が現場に到着した。6時30分に、ガス検知器の発報が消えた。6時48分に、公設消防と運転主任が可燃性ガスが検知されないことを確認した。7時01分に、公設消防が退場した。消防活動はなかった。直接要因:当該機のガスケットGF300は、ガス化した原料に対して半永久的な使用に耐えうる材質ではなかった。当該マンホールにおいては、ガス化した原料がガスケットの内側面のみならず、上下面からも含浸し、ガスケット内部で重合物を生成した結果、ガスケット内側部の強度が低下した。一方、ガスケット外側部は、原料が含浸しなかったので健全な状態を保ち、本来一体物であったガスケットの強度に分布が生じた。運転中の加圧・減圧操作により、強度が分かれた部分でき裂が生じ、拡大し破断し、漏えいに至ったものと推定される。加速要因:R-206は、マンホール上蓋の内側部が凹んだ形状になっていた。したがって、ガスケットの上下面にガス化した原料がより含浸しやすい形状であったことが、重合物の生成による強度低下を加速させたものと推定される。今後は、①原料ガスの含浸を防止するために、現状のガスケットからステンレス(SUS316)で包まれたガスケットN6520に変更する。②当該マンホール上蓋は、他の反応器に比べて歪みが大きかったため、マンホール蓋の研磨をする。③クランプの締め付けトルク管理を見直す。当該マンホールでは、締め付けトルクの低下がみられたが、漏れ位置との相関は無かった。一方、これまで130N･mで締め付けていたが、N6520は、メーカー許容の締め付けトルクが600N･mであり、ボルト等の強度を考慮し、適正な締め付けトルクにする。","a","a","a","b","a"
376,13152,"11月24日(火)12時7分に、吐出温度異常により冷凍機が異常停止した。圧縮機配管のねじ込み式継手からの漏えいであり、漏えい量は41.7kgであった。冷凍機インバーターにて低速26Hz運転時に、メーカー基準値を超える振動がエコノマイザ配管に発生した。原因は、配管に負荷がかかり、亀裂が入ったためと推定される。今後は、配管指示追加により振動を抑制する。","d","a","a","b","a"
377,6164,"潤滑油水素化精製装置のプランニングシャットダウンのため、原料油をカットし、加熱炉メインバーナーを消火して、水素循環による冷却作業を行っていた時、リアクターエフェルメント熱交換器のチャネルフランジ部より、チューブの内部流体（水素＋硫化水素＋潤滑油）が微量外部に漏えいした。調査の結果、フランジガスケット、チャンネルフランジ及びチューブシートには異常がなかったことから、降温により、チャンネルフランジ部の締め付け力が低下したこと、及び前回開放検査後のボルト（ボルトサイズ：1インチ2分）の締め付け管理が不十分であったことが原因と考えられる。従来、高圧高温機器の2インチ以上のボルトについては、軸力管理により締め付け力の管理を実施していた。今後は、1インチ以上のボルトに関しても同様に軸力管理を行うこととした。","c","b","a","b","b"
378,12034,"4月9日(水)17時16分、従業員が運転中点検を行っていたところ、超臨界炭酸ガス製造設備の抽出槽Aの付近からガスの漏れ出る音を聞き、付近から退避のうえ設備を緊急停止し、脱圧および冷却を行った。当該抽出槽の点検を行ったところ、ねじ込み継手部の緩みが確認されたため、分解清掃およびパッキン交換を行った。4月10日(木)、気密試験(20MPa)を実施し、漏れのないことを確認のうえ、10時43分より運転を再開した。運転1バッチ目で問題は発生しなかった。19時21分、2バッチ目の運転を行っていたところ、別の作業で周囲に立ち寄った作業員が、同じ箇所からのガスの漏えいに気づき、直ちに設備を停止し、脱圧および冷却を行った。再度、当該抽出槽のねじ込み継手部の分解清掃およびパッキン交換を行い、翌11日(金)、気密検査を実施したところ、漏えいが確認された。原因(4月9日):濃縮スラリー仕込みラインの「詰まり」を取り除くために、スラリー送出ポンプでの押し込みを繰り返し行ったことにより、抽出槽Aへのねじ込み継手部に緩みが生じたためと推定される。濃縮スラリー仕込みラインに「詰まり」が発生したのは、前回の運転後しばらく(約60時間)時間が経過したためと考えられる。なお、「詰まり」は、通常、ラインの分解洗浄で取り除いているとのことである。原因(4月10日):事故後、ねじ込み継手部を取り外したところ、パッキンが損傷していたことから、パッキン交換時の締め付け管理不良によるものと推定される。今後は、①連続運転終了後のライン洗浄回数を増やすことによる「詰まり」の防止および内視鏡による目視確認工程を追加する。②「詰まり」発生時にスラリー送出ポンプを稼働できなくするインターロッキングを追加する。③「詰まり」への対応をマニュアルに明記し、周知・教育を実施することとした。④ねじ込み継手部の分解清掃およびパッキン交換手順をマニュアルに明記し、周知・教育を実施することとした。","d","a","a","b","a"
379,17300,"11 月15 日（日） 6: 45 頃に改質炉内の圧力計の指示値が急激に上昇し、負圧（通常：ー0. 100 kPa) を維持できなくなったことから(0. 200kPa) 、上限警報発報と出力100% で吸引ブロアーが作動していることを計器室で確認。その後、非定常措置を講じたが各所の温度上昇が止まらず、回復の見込みがないと判断し、緊急自動停止を作動させた。
装置停止後、プラントメーカー立会のもと改質炉本体に入槽して点検したところ、原料加熱器の高温側TUBE の1箇所が破損し、天然ガスが漏えいしていた。","a","a","a","c","a"
380,1569,"塩化シアヌル（農薬の中間原料）製造装置を稼働していたところ屋内に設置されている塩素タンクの内圧上昇にともない安全弁が作動しガスが噴出した。警報に気付いた作業員が装置を止めるまでの2分間に約300㌔の塩素ガスが漏れた。漏えいした塩素ガスはアルカリ中和装置の許容量を超えたため、処理されずに排出され風にのって拡散し農作業をしていた人達が喉や目に痛みを感じた。また、畑作物や木が枯れる等の被害が出た。安全弁の点検不良によるもの。","c","b","g","b","a"
381,1398,"酸化エチレン誘導体の生成反応中、反応器の外部冷却器（熱交換器）が破裂し内容物約130㍑が噴出した。熱交換器管板部からの漏えいにより反応流体がブライン側へ流れ圧力が降下したため、反応器の塩素ガスが熱交換器側へ流れ過剰の塩素と酸化エチレンとの反応により圧力が急上昇したもの。","c","a","a","c","a"
382,260,"水銀電解第一工場の変電室附近から出火、塩素ガス漏れ、ガス漏れを起こした電解槽は食塩水に電気分解してカセイソーダを作る装置で、副産物として水素と塩素ガスが発生する。これを回収するブロアーが停止し、電解槽の電源を切るまでに発生したガスが外部に流出した。その後事業を再開したところ、6日午前11時35分頃同設備の塩化ビニール製の塩素ガス乾燥塔上部が突然破裂したが直ちにバルブを閉止、除害措置を講じたのでガスによる漏えいはなかった。第1原因の変電室の火災はナイフスイッチが取付部のナット締付不良により過熱した為、絶縁物のベークライトが炭化し、絶縁不良となってショートしたものと推定される。","c","a","b","b","a"
383,12841,"他装置への窒素供給(装置停止後のパージ用)を行うために圧縮機を稼動していた。そのパトロール中に圧縮機3段吐出の圧力計行き配管より漏えいを確認したため、圧縮機を停止した。8φと1/2Bの管を接続している接合部近傍で、8φの配管に割れが認められた。当該配管は、圧縮機の振動を受ける環境であり、応力の集中する部位(溶接端部)の近傍で割れが認められた。また、破面の観察により、疲労による割れの特徴であるストライエーションを確認した。原因は、長期にわたり振動を受け、疲労により割れが発生・進展したと推定される。今後は、所内の圧縮機について水平展開調査(振動測定)を実施する。","d","a","a","b","b"
384,2576,"国道沿いの工場間に設置されているエチレン中圧ガス導管を、道路工事業者が誤ってエア駆動式のピックで傷つけたためガスが漏れた。","a","b","a","a","d"
385,17617,"・アンモニアローリーから３００トン液安枕形タンクへ液化アンモニア受入開始直後、ローディングアーム周辺からアンモニア臭が発生し、液側ローディングアームスイベルジョイントのグリスニップルのダストキャップ（ゴミ除け。非耐圧部）が外れ、グリスニップルから漏洩を確認したもの。
・ただちに受け入れ作業停止し、配管内の滞留アンモニアを除害した。けが人はなく、施設外への流出はない。
・なお、定置式のガス検知器は吹鳴していない。","c","d","a","c","b"
386,17728,"4月1日運転時、液面低下を確認したため運転を停止。修理業者の点検で蒸発器よりフロン漏洩を断定し、コンデンサー＆レシーバに一旦フロン全てを封じ込み、漏えいを停止した。4月3日より開放検査を行い、漏えい個所を蒸発器チューブ(1本）を断定した。","d","d","a","c","a"
387,652,"第2プラント定期修理前のMVC配管縁切作業中の事故である。液化モノマーがないことをパージロによって確認の後Ｃ及びＤのフランジに仕切り板を挿入しようとしたとき発火した。","a","d","b","a","c"
388,15776,"8/1　18:10頃、事業所職員が現場パトロール中に、残油流動接触分解装置群C-5地区において、重油からガソリンを精製する過程で発生した可燃性ガス(以下、｢C1-C4ガス｣という)を分離するための塔槽(VRU-TW-01)脇のスタンドパイプ(配管)付近から、C1-C4ガスの漏えいを覚知した。なお、当該スタンドパイプは、塔槽の液相部および気相部に接続しており、両相間の気圧差により塔槽内の液面レベルを計測する役割を持っており、漏えい箇所は、C1-C4ガスの気相部分に接続する配管の一部であった。
漏えいを覚知した職員から連絡を受けた事業所担当者は18:15頃、消防および県へ通報するとともに、18:20頃、漏えい発生箇所上流のバルブを閉止し、縁切りを実施した。さらに、18:53、残油流動接触分解装置を緊急停止させた。
翌日の8/2、10:30頃事業所担当者が県に来課し、本事故にかかる事故状況報告書(速報)を提出した。漏えい箇所は差圧式液面計に接続する部位であり、常時流れのない水平な滞留部であるため、塔槽(VRU-TW-01)の内部流体中に含まれる硫化水素等の腐食性物質が微量の水分に溶け込み、腐食環境を生成した結果、内面腐食によって配管の減肉が生じ、開孔が生じたものと考えられた。","c","a","a","b","a"
389,15089,"自主点検で冷媒圧力が低下傾向にあったため、メーカーを呼び、点検させた。その結果、二つあるユニット(冷凍設備)のうちNo.1ユニットにおいて、圧力計･開閉器銅管のフレア継手から「カニ泡」程度の漏えいが判明した。原因は、コンプレッサーに繋がるフレア継手が経年振動によって緩んだためと推定される。漏えいした配管(フレア部)を修繕した。今後は、点検回数を増やし、漏えい防止に対応していくこととする。","d","a","a","b","c"
390,16120,"定期自主点検のためフロン検知器で測定を行った結果、感度M（検知感度15g/年）にて検知があった。
検知情報より、冷媒（R134a）が15～30kg程度漏えいしている可能性があることが判明した。
恒久対策としてろう付け部分を取り除き、新たにろう付けを行う予定。ろう付け部の溶け込み不良によりピンホールが発生し、使用時の加圧条件下で冷媒が漏えいした。
冷凍機メーカーの情報として、他社・他事業所でも同様のトラブルが多く発生したことを確認している。
2017/5に別冷凍機で類似事故を発生させ、報告済。","d","a","a","b","c"
391,16849,"チラーユニットで低圧異常のアラームが発生し、冷凍機が停止した。メーカーに確認してもらったところ、冷媒系統に水の混入が認められたことから、熱交換器内部に破損が生じ、そこから冷媒R410Aが漏えいしたと推測された。漏えい箇所の特定はできていない。","d","a","a","c","a"
392,7232,"オペレーターの定期巡回中に五感により漏えいを感知し、調査の結果、P-5605Bメカニカルシール部(可動シール部)より漏えいを発見した。当該ポンプをブロックして縁切りした。原因は、メカニカルシール部管理不良と推定される。","d","b","a","b","a"
394,899,"第三ブタジエン抽出装置のタワーベルトラインのバルブに少量のリークがあり、同時に落雷により着火した。","a","d","b","c","a"
395,6957,"製油所のアルキレーション装置において、アルカリ洗浄槽の入口配管から内部流体（アルキレート、ブタン）が漏えいした。原因は調査中である。","a","d","a","c","a"
396,2210,"モノシラン製造工場の充てん施設に6台の充てん台があり、それぞれの充てん台に47㍑容器×28本組カードル容器及び47㍑容器×10本組カードル容器が取り付けられ、ガスが充てんされていた。充てんされたモノシランガスに不純物が多いため、28本組カードル容器に充てんされたガスを精留塔へ送り精製後、空の10本組カードル容器に移充てんするために28本組カードル容器の元バルブを開いたところ、バルブのリークポート部からガスが漏えいし着火した。漏えい箇所がバルブであることから、バルブ内部に組み込まれているダイヤフラムの破断テストを行った結果、漏えい・着火の過程として次のケースが考えられたが特定されていない。①グランドナットのゆるみによってガスが漏えいし着火した。②ダイラフラムとシート接触部に傷が発生し、リークポート部からガスが漏えいし着火した。③ダイヤフラムの中央部が破断し、バルブのグランド部よりガスが漏えいし着火した。","c","a","b","b","b"
397,5405,"塩化ビニルモノマー受入作業中、3基ある貯槽のうちの1基のレベル調整のため、受入配管に設置された緊急遮断弁を閉止した。このため、遮断弁と上流側の逆止弁の間の短管部が液封状態になった。直射日光により短管内の圧力が上昇してフランジ部のガスケットが破断し、短管部及び受入配管中の塩化ビニルモノマーが漏えいした。漏えい量は推定135㎏である。原因は、塩化ビニルモノマー受入時に3基の貯槽のレベルを合わせるために遮断弁を閉めたことによる液封とみられる。液化ビニルモノマーを受け入れる際に遮断弁を閉めた操作ミスであり、遮断弁を使用せずに流量を調節してレベル調節すれば液封は起こらなかったと推定される。今後は、受入マニュアルの改訂、作業者への安全教育を実施し、緊急遮断弁については、緊急時以外の操作禁止を表示することとした。さらに、設備の改修も行うこととした。","c","b","a","a","b"
398,17273,"・R2.10.5　17:00、冷凍機の凝縮器の掃除を行うため、冷凍機周りの点検を実施中、圧縮機付近から油が漏えいしていることを発見し、併せてガスの漏えいを確認　バルブ閉止処置を実施した。（圧縮機上部配管（インジェクション用）にピンホールが発生）
・漏えい量　62.8kg（10/21に全量フロン回収し判明）・人身被害・物的被害なし
・当該冷凍施設は9/30まで稼働しておりそれまでは警報等もなかったことから、10/1～5まで停止していた間に漏えいしていたと事業者側は推測している。","a","a","a","b","c"
399,2356,"減圧蒸留装置から溜出するアスファルトを重質油熱分解装置に送り高温下で熱分解し、油・ガス分解生成物及びコークスを生成する。この分解ガスを圧縮して燃料ガス、液化ガス及び分解ナフサを精製する装置で、水洗塔の液面計下部配管に腐食による穴があき内容液が滲み出しているのを発見した。応急補修方法について関係者で協議したところ、漏えい箇所は当該装置を停止せずに液面計下部のドレンノズルから水を注入することによってシール可能であると判断しボックスイン方式による補修工事を行っていた。補修溶接の歪みによって開口部が拡大しガスと水が瞬時に噴出し溶接の火花によって着火した。","a","b","b","b","c"
400,7461,"11月4日13時20分頃、三フッ化窒素製造施設のNF3充てん場において、長尺容器17本組トレーラーに三フッ化窒素を充てん後、ガス分析作業を実施しようとしていたところ火災が発生した。その後2回の爆発が発生し、会社従業員、協力会社員及び住民が負傷し、飛散物により工場の建物、設備、周辺民家の窓ガラスや屋根の破損が多数発生した。原因は、17本組トレーラーの充てん完了後、全容器内のガス分析を行うため、容器間の圧力差がある状態で空気駆動式容器弁(17個)を一斉開放した。このため、充てん圧力が高かったN0.16、17容器から連結管を通じて圧力の低い他の容器へガスが急速に流れ、No.16、17の容器弁内で流体摩擦により温度が急激に上昇して、弁材質と三フッ化窒素が反応し、容器弁が破損し、ガスが噴出した。容器弁の溶栓から噴出した溶融金属が火種となり、噴出するNF3(酸素よりも強い支燃性)により操作盤の側壁に着火、その後周囲のカーテン等に延焼した。さらに、隣に置いてあった40ft(8本組)トレーラーのタイヤ等にも延焼し、そのトレーラーの容器が加熱され、2本が破裂し、飛散したと推定される。今後は、容器間の差圧発生を回避するために、個別充てんから同時充てんに変更する。また、異常発生時の緊急遮断システムを強化することとした。","c","b","g","a","b"
401,15174,"9月20日、当該空調用冷凍設備(通年24時間稼働)の点検の際、オイルセパレーターから圧縮機に戻るオイルラインの継手で、オイルの滲み漏れを確認した(冷媒漏れは確認できず)。将来的にオイル切れによる冷媒漏れの可能性もあるため、当該設備の停止とオイル漏えい箇所の前段にあるオイルラインのバルブ閉鎖の処置をし、修理を行うこととした。11月27日、オイル漏れ箇所の修理(継手の交換)の実施前に圧力計が0MPaになっていたため、部品交換をする前に試験的に加圧試験を実施してオイル漏えい箇所を再確認しようとしたところ、オイルポンプのハウジングキャップの部分から昇圧が困難となるほどの漏えいがあることが判明した。冷媒ガス量を確認したところ、全量(84kg)漏えいしていることが確認された。なお、当該事故による人的被害および周囲への影響はなかった。","a","a","a","b","a"
402,3026,"下水汚泥処理開発プラントで清水と灯油をポンプで反応予熱器に供給し、更に酸素による酸化反応を行っていたところ、反応予熱器の配管のＵベント部3箇所が突然破裂した。電磁流量計の誤作動により灯油のみが供給され、予熱器内で酸化反応による異常圧力上昇を起こしたもの。","a","d","a","c","a"
403,16169,"修理業者が経年劣化した圧縮機の交換作業を実施したところ、冷媒ガスが漏れていたことが判明した。漏れた箇所を特定するため、窒素を注入したところ、配管フレア式継手の根元にき裂があることが分かり、そこから冷媒ガスが65㎏ほど漏えいしたと思われる。圧縮機の経年劣化による異常振動により、配管フレア式継手が金属疲労を起こし、き裂が入ったものと推定される。","d","a","a","b","c"
404,15958,"10/22、フロン冷凍機の能力低下のため、保守サービス会社にて点検したところ、2号機ユニットの冷媒凝縮器の冷却水側でフロンが検知したため凝縮器内でのフロン漏れと判断、直ちに2号機ユニットの運転を停止した。事故発生原因については冷媒凝縮器（プレート式熱交）を取り外し、メーカーにて原因究明を実施中。","d","d","a","c","a"
405,40,"運転中のポリエチレン重合反応器内において異常反応が起ったが、温度上昇を自動的に検出しインタロックにて重合工場の緊急停止が行われた。高圧セパレーター内でも異常反応が起り、圧力が急上昇して500㎏/c㎡に達した。圧力調節装置および安全弁の作動により圧力は降下したが、この際高圧セパレーターガス出口温度計の破損によりガスが噴出着火を起し火災に至った。火災発見後セパレーター内のエチレンガスをベントスタックから放出すると共に窒素ガスを送入して置換を行い約30分後に鎮火した。","a","d","b","c","a"
406,16008,"No1空気・窒素製造施設のNo1液体窒素貯槽の気密試験（常用圧力0.93MPa）を実施したところ、貯槽底部の払出配管エルボ部ろう付け接合部より、窒素ガスの微量漏れ（カニ泡）を発見したもの。漏えいは応急処置（バンド巻き）により停止した。液体窒素を繰り返し払出すことで配管が熱収縮し、ろう付け部に割れが生じたためと推定される。","d","a","a","b","c"
407,7598,"装置スタートアップの昇温中において、オペレーターの定期巡回中に五感により漏えいを感知し、調査の結果、当該バルブのグランド部より漏えいを発見した。増し締めにより、漏えいを停止させた。原因は、可動シール管理不良と推定される。","d","b","a","b","b"
408,15652,"事故当日、9:30から定期自主検査(気密試験)を行うため、常用圧力の0.97MPaを目標として昇圧しようとしていた。昇圧中に発砲液を塗布したところ、漏えいが確認されたため、調査したところ自主設置している自動圧力放出ラインのユニオン継手に割れが生じ、窒素ガスが漏えいしていた。前日、当日の日常点検では異常は見られなかった。・経年によりユニオン継手自体が劣化していたところに、自主気密検査のために圧力をかけたことで、ユニオン継手の割れが進行し、破損・漏えいに至ったもの。","d","a","a","b","c"
409,16783,"12月1日のパトロール中に、EO貯槽の送液ポンプの循環弁より携帯型ガス検知器で検知（局部より20cm離すと検知せず）
グランド増し締めによりガス検知無し。増し締めにより直ちに検知が止まったことからEOガス漏えいに該当しないと判断した。12月16日8：00のパトロールで、同様の事象が発生したためグランド増し締めするがガス検知される状況であった。圧力コントロール弁のグランドパッキンの締付力が、徐々に低下したところに圧力変動が加わり、携帯型ガス検知器で検知されたと推定。","c","a","a","b","a"
410,15635,"2018/5/4　6:12頃、作業員が現場巡視にて熱交換器前を通行時、当時熱交換器前流配管の保冷付近から塩化メチルが微量漏れしていることを発見。直ちに縁切りとその間の残ガスを真空ポンプで大気圧近くまで回収する措置を開始。
7:58に消防立会いにて液が滴下していないことを確認。
9:00より系内窒素置換開始、14:00に漏えい箇所を確認。
漏えい箇所の詳細点検の結果、保冷材下の外面腐食による開口と推定。1、保冷材の含水
漏えい箇所周囲の保冷解体結果から、保冷材が湿潤状態にあり漏えい箇所の全流から水分が浸入した痕跡がある。漏えい箇所は配管経路の低所部に位置し、水分が溜まりやすく、熱サイクルによる凍結、融解を繰返し、腐食が進行していったと推定する。
2、外部腐食検査周期の設定が不適切
外部腐食検査周期は温度条件、熱サイクルの有無、在槽量、運転圧力等により危険度ランクを決定し、ランクによって8年から24年に設定している。当該部位は熱サイクルなしの評価であったが、実際は熱サイクルがある部分であった為、検査周期の設定が不適切であった。
外部腐食危険度評価方法に漏えい箇所のような配管低所部との視点がなく、適切な時期に検査を実施できなかったことが外部腐食、漏えいに至った一因と考える。","c","a","a","b","c"
411,1975,"塩化ビニールポリマー回収ホルダーの入口側に取り付いたミスト分離器の水切り作業に出かけた担当者が戻らないため探したところ、ミスト分離器のピット内に倒れているのを発見した。ミスト分離器のバルブを手動で開き、水切り作業をしていた際有毒ガスを吸ったか、あるいはピット内が酸欠状態のため呼吸不全を起こしたものと思われる。","c","d","d","c","d"
412,1179,"酸素製造設備のターボ型空気圧縮機の運転中に異音が出ているので、非常停止操作をしようとした瞬間、同圧縮機のケーシング（FC25）が破壊し、火災となった。調査の結果、ケーシングの破断面には巣、ピンホールなどの欠陥はなく組織は正常であった。ケーシングを破壊させたのは２段インペラの飛散であるが、破壊に至ったプロセスは次の通りと考えられている。定修時の整備不良により吸入側軸受と軸受ケースに隙があったか、又は軸受取付ビスの締め付け不良によりローターの振動が漸次増大し、振幅の最も大きくなる２段インペラが接触を開始し、ケーシングが破断したものとみられる。","a","b","b","b","a"
413,4223,"重油脱硫装置は通常運転中であったが、午前５時２分頃計器室パネルの警報が一斉に鳴り、ランプが点灯した。班長が現場確認のため計器室を出たところ、原料予熱加熱炉で火柱が見えたので、装置の緊急停止を行った。その後、加熱炉の消火及び周辺機器の冷却のための散水開始が開始された。２日後の４月２３日午前１０時に鎮火を確認した。加熱炉内部の加熱管から何らかの原因で漏えいして着火したものと推定される。","a","d","b","c","a"
414,15015,"6月4日8時00分、空調機が冷房運転に切り替わらないため、AC-2パッケージを設備技術部で点検した。CV制御及びコンプレッサー制御に異常はなかった。空調メーカーを呼び出した。ラインは送風運転で生産を続行した。13時00分に、メーカーが点検を行った。低圧側が少し低下しているため、冷媒漏れの点検を実施し、凝縮器からの冷媒漏れと判明した。漏れ箇所を修理するには配管の脱着等に人手を要するため、翌日に修理を計画した。6月5日10時頃、県に電話でフルオロカーボン漏えいの状況を報告した。14時00分、メーカーが漏れ箇所の修復を開始した。17時00分、メーカー調査の結果、凝縮器の銅チューブから冷媒が漏れているのを発見した(1箇所)。当該箇所にプラグ打ちを行い、冷媒漏れがないことを確認して、応急対策とし、修復を完了した。","d","d","a","c","a"
415,15373,"外気温低下による能力過多に伴い、昨年12/28にブライン冷凍機3基のうち1基を停止した。本年1/13に一時的に保守運転し、各所点検を行ったが異常は認められなかった。1/26に当該冷凍機のフロン漏えいを覚知し詳細調査を行った結果、凝縮器入口弁の軸シール部(グランドパッキン)から漏えいしていることが判明した。フロン漏えい箇所(凝縮器入口バルブ軸シール部)について、長期間健全性確認がなされておらず、軸シール部に使用されているグランドパッキンが劣化し、シール性能の低下を招いたものと推定される。","d","b","a","b","a"
416,882,"塩素の電解設備のうち、塩素ブロワーの吐出口側の一部から漏えい、付近に拡散したが数分で停止したため被害はなかった。","b","d","a","c","a"
